name,column_name,n_tuples,missing_perc,uniqueness,min,max,mean,median,std,skewness,kurtosis,mad,iqr,p_min,p_max,k_min,k_max,s_min,s_max,entropy,density
default of credit card clients,x8,30000,0.3998,0.0006,-2.0,8.0,-0.1592,0.0,1.2008,0.8296,2.0384,0.0,1.0,0.0057,0.7762,0.0059,0.7639,0.0078,0.7998,1.2654,0.9069
default of credit card clients,x8,30000,0.3471,0.0006,-2.0,8.0,-0.1678,0.0,1.1964,0.8347,2.0189,0.0,1.0,0.0024,0.7801,0.0053,0.7693,0.0071,0.8049,1.2662,0.9075
default of credit card clients,x8,30000,0.3004,0.0005,-2.0,8.0,-0.1648,0.0,1.1982,0.8458,2.0949,0.0,1.0,0.0014,0.7757,0.0058,0.7641,0.0077,0.7997,1.266,0.9077
default of credit card clients,x8,30000,0.2442,0.0005,-2.0,8.0,-0.1681,0.0,1.1952,0.8414,2.0464,0.0,1.0,0.0043,0.7786,0.0066,0.7673,0.0088,0.8028,1.2669,0.9076
default of credit card clients,x8,30000,0.1986,0.0005,-2.0,8.0,-0.1646,0.0,1.1931,0.787,1.773,0.0,1.0,0.0022,0.7756,0.0077,0.7654,0.0102,0.8009,1.2646,0.9082
default of credit card clients,x8,30000,0.1535,0.0004,-2.0,8.0,-0.1702,0.0,1.1975,0.844,2.1151,0.0,1.0,0.0012,0.7785,0.0084,0.7675,0.0112,0.8031,1.2661,0.9073
default of credit card clients,x8,30000,0.1014,0.0004,-2.0,8.0,-0.1643,0.0,1.1957,0.8489,2.1541,0.0,1.0,0.0011,0.7769,0.0075,0.7645,0.0099,0.8,1.2632,0.9074
default of credit card clients,x8,30000,0.0497,0.0004,-2.0,8.0,-0.1659,0.0,1.1927,0.8218,1.9786,0.0,1.0,0.001,0.7754,0.0075,0.7646,0.0099,0.7999,1.2637,0.9075
default of credit card clients,x9,30000,0.502,0.0006,-2.0,7.0,-0.2157,0.0,1.1717,0.9963,3.4703,0.0,1.0,0.0032,0.8221,0.0063,0.7908,0.0083,0.8239,1.227,1.3837
default of credit card clients,x9,30000,0.4481,0.0007,-2.0,8.0,-0.224,0.0,1.1696,1.0548,3.9053,0.0,1.0,0.0014,0.8212,0.0049,0.7881,0.0066,0.8213,1.2254,0.9084
default of credit card clients,x9,30000,0.3998,0.0006,-2.0,8.0,-0.2119,0.0,1.166,0.9307,3.0467,0.0,1.0,0.0023,0.8168,0.0041,0.7892,0.0056,0.8224,1.2295,1.1096
default of credit card clients,x9,30000,0.3471,0.0006,-2.0,8.0,-0.2212,0.0,1.1663,0.9567,3.249,0.0,1.0,0.003,0.8159,0.0027,0.7865,0.0037,0.8197,1.2285,0.9081
default of credit card clients,x9,30000,0.3004,0.0005,-2.0,7.0,-0.2194,0.0,1.1711,1.0015,3.4426,0.0,1.0,0.0021,0.8215,0.0032,0.7898,0.0045,0.8231,1.2311,1.1097
default of credit card clients,x9,30000,0.2442,0.0005,-2.0,8.0,-0.2188,0.0,1.1699,1.0167,3.5881,0.0,1.0,0.0033,0.8194,0.0011,0.7874,0.0013,0.821,1.2298,0.9086
default of credit card clients,x9,30000,0.1986,0.0004,-2.0,7.0,-0.2219,0.0,1.1626,0.9478,3.1985,0.0,1.0,0.0013,0.8172,0.0032,0.7885,0.0044,0.8215,1.2265,1.1099
default of credit card clients,x9,30000,0.1535,0.0004,-2.0,8.0,-0.2234,0.0,1.173,1.0269,3.6501,0.0,1.0,0.0002,0.8217,0.0055,0.7888,0.0074,0.8223,1.231,0.9083
default of credit card clients,x9,30000,0.1014,0.0004,-2.0,8.0,-0.2184,0.0,1.1665,1.0006,3.5339,0.0,1.0,0.0031,0.8188,0.0027,0.7878,0.0037,0.8211,1.2264,0.9083
default of credit card clients,x9,30000,0.0497,0.0004,-2.0,8.0,-0.2215,0.0,1.1656,0.9837,3.4087,0.0,1.0,0.0022,0.8193,0.0031,0.789,0.0043,0.8222,1.2278,0.9084
default of credit card clients,x10,30000,0.502,0.0006,-2.0,7.0,-0.2666,0.0,1.1366,1.028,4.0883,0.0,1.0,0.0011,0.8221,0.0007,0.7908,0.0009,0.8239,1.1971,1.3855
default of credit card clients,x10,30000,0.4481,0.0006,-2.0,8.0,-0.2688,0.0,1.1368,1.068,4.3911,0.0,1.0,0.0024,0.8212,0.0102,0.7881,0.0134,0.8213,1.1995,1.1098
default of credit card clients,x10,30000,0.3998,0.0006,-2.0,8.0,-0.2594,0.0,1.1291,0.9334,3.4803,0.0,1.0,0.0,0.8168,0.014,0.7892,0.0184,0.8224,1.1993,1.1104
default of credit card clients,x10,30000,0.3471,0.0005,-2.0,8.0,-0.2688,0.0,1.1272,0.9633,3.735,0.0,1.0,0.0025,0.8159,0.0121,0.7867,0.0159,0.8212,1.1968,1.1098
default of credit card clients,x10,30000,0.3004,0.0004,-2.0,7.0,-0.2661,0.0,1.1314,1.0069,3.9784,0.0,1.0,0.0004,0.8215,0.0094,0.7898,0.0124,0.8231,1.1971,1.3845
default of credit card clients,x10,30000,0.2442,0.0004,-2.0,8.0,-0.2656,0.0,1.1324,1.0334,4.1748,0.0,1.0,0.0049,0.8194,0.0093,0.7874,0.0122,0.821,1.1966,1.1095
default of credit card clients,x10,30000,0.1986,0.0004,-2.0,7.0,-0.2677,0.0,1.1234,0.949,3.6881,0.0,1.0,0.0029,0.8172,0.0117,0.7885,0.0153,0.8215,1.1941,1.385
default of credit card clients,x10,30000,0.1535,0.0004,-2.0,8.0,-0.2658,0.0,1.1374,1.0251,4.0794,0.0,1.0,0.0011,0.8217,0.0151,0.7888,0.0198,0.8223,1.2,1.1092
default of credit card clients,x10,30000,0.1014,0.0004,-2.0,8.0,-0.2639,0.0,1.1306,1.0008,3.9944,0.0,1.0,0.0043,0.8188,0.0123,0.7878,0.0161,0.8211,1.1952,1.1094
default of credit card clients,x10,30000,0.0497,0.0004,-2.0,8.0,-0.2669,0.0,1.1297,0.9938,3.918,0.0,1.0,0.0039,0.8193,0.012,0.789,0.0157,0.8222,1.1971,1.1098
default of credit card clients,x11,30000,0.502,0.0006,-2.0,7.0,-0.2917,0.0,1.1487,0.938,3.3674,0.0,1.0,0.0001,0.8172,0.0053,0.7874,0.0071,0.8215,1.2212,1.3838
default of credit card clients,x11,30000,0.4481,0.0006,-2.0,8.0,-0.2902,0.0,1.1532,0.9872,3.6975,0.0,1.0,0.0023,0.8191,0.0026,0.7855,0.0034,0.82,1.2254,1.1055
default of credit card clients,x11,30000,0.3998,0.0006,-2.0,8.0,-0.285,0.0,1.1427,0.882,3.0033,0.0,1.0,0.0009,0.81,0.0066,0.7837,0.0087,0.8183,1.2228,1.1076
default of credit card clients,x11,30000,0.3471,0.0005,-2.0,8.0,-0.2962,0.0,1.1439,0.9188,3.2378,0.0,1.0,0.0007,0.8148,0.0048,0.7867,0.0063,0.8212,1.2236,1.1073
default of credit card clients,x11,30000,0.3004,0.0005,-2.0,8.0,-0.2892,0.0,1.1495,0.9386,3.3535,0.0,1.0,0.0027,0.8171,0.0017,0.7874,0.0023,0.8215,1.2246,1.1061
default of credit card clients,x11,30000,0.2442,0.0004,-2.0,8.0,-0.2902,0.0,1.1493,0.9841,3.6397,0.0,1.0,0.0048,0.8186,0.0016,0.7873,0.0022,0.8207,1.2238,1.1064
default of credit card clients,x11,30000,0.1986,0.0004,-2.0,8.0,-0.2921,0.0,1.1436,0.9104,3.2245,0.0,1.0,0.0016,0.8127,0.0064,0.785,0.0084,0.8188,1.2212,1.1063
default of credit card clients,x11,30000,0.1535,0.0004,-2.0,8.0,-0.289,0.0,1.1536,0.9585,3.4969,0.0,1.0,0.0005,0.8168,0.0072,0.7858,0.0094,0.8201,1.2242,1.1057
default of credit card clients,x11,30000,0.1014,0.0004,-2.0,8.0,-0.2892,0.0,1.1482,0.9497,3.453,0.0,1.0,0.0019,0.8157,0.0043,0.7861,0.0057,0.8202,1.2224,1.106
default of credit card clients,x11,30000,0.0497,0.0004,-2.0,8.0,-0.2921,0.0,1.1466,0.9331,3.3447,0.0,1.0,0.0021,0.8165,0.0043,0.7878,0.0057,0.8218,1.2228,1.1067
default of credit card clients,x1,30000,0.502,0.0052,10000.0,1000000.0,166252.0581,140000.0,129690.2486,1.0029,0.6025,90000.0,190000.0,0.024,0.3052,0.0201,0.273,0.0291,0.35,3.5565,0.0169
default of credit card clients,x1,30000,0.4481,0.0048,10000.0,1000000.0,168372.4136,140000.0,130599.5202,0.9974,0.5587,90000.0,190000.0,0.0243,0.298,0.0245,0.2687,0.0356,0.3447,3.5639,0.0157
default of credit card clients,x1,30000,0.3998,0.0043,10000.0,1000000.0,168480.4221,140000.0,130668.9737,0.9963,0.5715,90000.0,190000.0,0.0222,0.2975,0.022,0.2685,0.0321,0.3442,3.5696,0.0166
default of credit card clients,x1,30000,0.3471,0.0041,10000.0,1000000.0,166810.9046,140000.0,129388.5369,1.01,0.6313,90000.0,190000.0,0.0217,0.2985,0.0193,0.2642,0.0279,0.3387,3.5603,0.0158
default of credit card clients,x1,30000,0.3004,0.0038,10000.0,1000000.0,167831.4275,140000.0,129738.6385,0.9942,0.5755,90000.0,190000.0,0.03,0.2944,0.0222,0.2628,0.0322,0.3377,3.5664,0.0161
default of credit card clients,x1,30000,0.2442,0.0034,10000.0,800000.0,167158.0665,140000.0,129549.4332,0.9841,0.4916,90000.0,190000.0,0.0195,0.3002,0.016,0.2652,0.0232,0.3404,3.5646,0.0165
default of credit card clients,x1,30000,0.1986,0.0034,10000.0,1000000.0,167841.8468,140000.0,129868.0325,0.9912,0.5442,90000.0,190000.0,0.022,0.2973,0.0202,0.2675,0.0292,0.3434,3.5641,0.0154
default of credit card clients,x1,30000,0.1535,0.0032,10000.0,1000000.0,167643.6166,140000.0,129695.5029,0.9897,0.5324,90000.0,190000.0,0.0249,0.2982,0.0207,0.2675,0.03,0.3435,3.5635,0.0157
default of credit card clients,x1,30000,0.1014,0.003,10000.0,1000000.0,167603.297,140000.0,129701.0784,0.9953,0.557,90000.0,190000.0,0.0228,0.2951,0.0187,0.2661,0.0271,0.3416,3.5653,0.0153
default of credit card clients,x1,30000,0.0497,0.0028,10000.0,1000000.0,167321.2319,140000.0,129595.7481,0.9929,0.5392,90000.0,190000.0,0.0246,0.2967,0.0204,0.2665,0.0296,0.3419,3.563,0.0154
default of credit card clients,x18,30000,0.502,0.3401,0.0,873552.0,5764.5249,2100.0,18091.436,16.5053,497.82,1938.0,4005.0,0.0003,0.3204,0.0003,0.5043,0.0003,0.6314,6.3803,0.0
default of credit card clients,x18,30000,0.4481,0.3254,0.0,873552.0,5756.3242,2100.0,17597.351,16.2348,499.642,1926.0,4011.0,0.0001,0.3256,0.0018,0.5093,0.0022,0.6375,6.4038,0.0
default of credit card clients,x18,30000,0.3998,0.3174,0.0,873552.0,5776.4423,2115.0,17925.8552,16.1978,473.0523,1967.0,4020.0,0.0004,0.3549,0.0034,0.5105,0.004,0.6379,6.4192,0.0
default of credit card clients,x18,30000,0.3471,0.309,0.0,873552.0,5559.6517,2124.0,16320.3743,16.514,544.8534,1937.5,4019.25,0.0015,0.336,0.0028,0.5084,0.0033,0.6352,6.4728,0.0
default of credit card clients,x18,30000,0.3004,0.3024,0.0,873552.0,5662.4699,2108.0,16835.2369,16.5174,514.619,1958.5,4025.25,0.0014,0.3729,0.0024,0.5058,0.0029,0.6327,6.4763,0.0
default of credit card clients,x18,30000,0.2442,0.2951,0.0,873552.0,5635.7362,2100.0,16598.069,16.0105,497.8084,1933.0,4006.0,0.001,0.3151,0.0004,0.5082,0.0005,0.6356,6.4999,0.0
default of credit card clients,x18,30000,0.1986,0.2867,0.0,873552.0,5664.6414,2100.0,16839.6,15.3294,452.7273,1932.0,4018.75,0.0005,0.3127,0.0046,0.5097,0.0056,0.6368,6.4842,0.0
default of credit card clients,x18,30000,0.1535,0.2821,0.0,873552.0,5627.3313,2100.0,16405.1609,15.1064,455.1892,1935.0,4030.75,0.0005,0.3178,0.0015,0.5088,0.0018,0.6359,6.5119,0.0
default of credit card clients,x18,30000,0.1014,0.2766,0.0,873552.0,5685.5416,2100.0,16702.4854,14.8622,429.2623,1938.0,4013.0,0.0003,0.2954,0.001,0.509,0.0013,0.6362,6.5428,0.0
default of credit card clients,x18,30000,0.0497,0.2707,0.0,873552.0,5677.3262,2100.0,16749.379,14.7669,416.5264,1928.5,4007.0,0.0002,0.2897,0.0014,0.5078,0.0017,0.6348,6.5463,0.0
default of credit card clients,x19,30000,0.502,0.3339,0.0,1684259.0,6092.8481,2015.0,26772.9566,32.6441,1641.6323,1985.0,4102.0,0.0019,0.3301,0.0027,0.5051,0.0032,0.6351,6.3454,0.0
default of credit card clients,x19,30000,0.4481,0.324,0.0,1215471.0,5877.4698,2007.0,19766.0609,21.5581,963.6407,1993.0,4148.5,0.0014,0.3256,0.0069,0.5026,0.0083,0.6319,6.363,0.0
default of credit card clients,x19,30000,0.3998,0.3152,0.0,1227082.0,5948.5625,2012.0,22800.7044,26.5594,1172.2924,1988.0,4179.0,0.0,0.3549,0.0002,0.5093,0.0002,0.6386,6.399,0.0
default of credit card clients,x19,30000,0.3471,0.307,0.0,1684259.0,6013.3112,2010.0,25450.9365,32.47,1660.5284,1990.0,4145.75,0.0007,0.336,0.0044,0.5129,0.0053,0.6426,6.426,0.0
default of credit card clients,x19,30000,0.3004,0.2994,0.0,1227082.0,5893.6321,2011.0,21702.3975,26.5691,1224.5106,1989.0,4142.0,0.0002,0.3729,0.0113,0.5085,0.0137,0.6373,6.4309,0.0
default of credit card clients,x19,30000,0.2442,0.2939,0.0,1684259.0,6000.8336,2013.5,24597.5416,31.88,1658.4344,1986.5,4173.0,0.0006,0.3203,0.0076,0.5063,0.0092,0.6349,6.4774,0.0
default of credit card clients,x19,30000,0.1986,0.2858,0.0,1684259.0,5932.5759,2007.0,23413.7116,31.7751,1761.0259,1993.0,4183.75,0.0007,0.3127,0.0061,0.5077,0.0074,0.6364,6.4622,0.0
default of credit card clients,x19,30000,0.1535,0.2813,0.0,1684259.0,5887.1204,2006.5,22970.1202,31.9843,1801.7498,1993.5,4186.75,0.0001,0.3178,0.0055,0.5102,0.0067,0.6393,6.4846,0.0
default of credit card clients,x19,30000,0.1014,0.2751,0.0,1684259.0,5967.2095,2012.5,23683.0267,30.7855,1631.4524,1987.5,4148.0,0.0008,0.3184,0.0078,0.5082,0.0094,0.637,6.5081,0.0
default of credit card clients,x19,30000,0.0497,0.2683,0.0,1684259.0,5922.4976,2011.0,23211.8765,31.0082,1672.8308,1989.0,4150.0,0.0001,0.3168,0.0064,0.5088,0.0078,0.638,6.5141,0.0
default of credit card clients,x21,30000,0.502,0.2997,0.0,621000.0,4811.0903,1500.0,15820.5935,13.742,321.9624,1500.0,3700.0,0.0004,0.2797,0.0115,0.5105,0.0138,0.6439,5.9179,0.0
default of credit card clients,x21,30000,0.4481,0.29,0.0,621000.0,4964.692,1500.0,16307.538,12.7889,274.0811,1500.0,3714.75,0.0013,0.2865,0.0083,0.5088,0.0101,0.6422,5.9562,0.0
default of credit card clients,x21,30000,0.3998,0.2761,0.0,621000.0,4784.7635,1500.0,15724.6573,13.4483,309.5959,1500.0,3712.0,0.0043,0.2925,0.0037,0.5153,0.0045,0.6485,5.947,0.0
default of credit card clients,x21,30000,0.3471,0.2696,0.0,621000.0,4807.1135,1500.0,15878.2944,13.3948,296.2647,1500.0,3727.5,0.0022,0.2916,0.011,0.5152,0.0132,0.649,5.9733,0.0
default of credit card clients,x21,30000,0.3004,0.2652,0.0,621000.0,4854.5869,1500.0,15837.7546,13.5488,311.5063,1500.0,3756.5,0.0027,0.2895,0.0129,0.5121,0.0155,0.6463,5.9949,0.0
default of credit card clients,x21,30000,0.2442,0.2581,0.0,621000.0,4872.2683,1500.0,16156.5673,12.9984,274.914,1500.0,3721.25,0.0019,0.2988,0.0093,0.514,0.0111,0.6478,6.0207,0.0
default of credit card clients,x21,30000,0.1986,0.2522,0.0,621000.0,4900.0024,1500.0,15971.2381,12.8462,277.5858,1500.0,3756.25,0.0064,0.2918,0.01,0.5126,0.0121,0.6468,6.0097,0.0
default of credit card clients,x21,30000,0.1535,0.2455,0.0,621000.0,4868.5753,1500.0,16064.2795,13.1215,284.484,1500.0,3729.5,0.0024,0.296,0.0093,0.5132,0.0112,0.6472,6.0127,0.0
default of credit card clients,x21,30000,0.1014,0.2415,0.0,621000.0,4817.8491,1500.0,15683.1569,13.0393,284.8688,1500.0,3710.75,0.0015,0.2933,0.0109,0.513,0.0132,0.6468,6.049,0.0
default of credit card clients,x21,30000,0.0497,0.2364,0.0,621000.0,4841.7775,1500.0,15780.3942,12.9762,279.4346,1500.0,3714.0,0.002,0.2938,0.0112,0.5129,0.0134,0.6466,6.061,0.0
default of credit card clients,x20,30000,0.502,0.3162,0.0,896040.0,5289.7587,1826.0,19176.1955,20.0574,705.994,1793.0,4104.0,0.0001,0.3179,0.0091,0.4964,0.0109,0.6294,6.1141,0.0
default of credit card clients,x20,30000,0.4481,0.3095,0.0,896040.0,5490.9439,1820.0,19680.5719,18.3829,601.7824,1787.0,4131.5,0.0022,0.3149,0.0114,0.5024,0.0137,0.6383,6.152,0.0
default of credit card clients,x20,30000,0.3998,0.3014,0.0,896040.0,5203.6911,1800.0,18230.2206,20.0176,725.8487,1795.0,4183.0,0.0024,0.2933,0.0028,0.4986,0.0033,0.6316,6.1823,0.0
default of credit card clients,x20,30000,0.3471,0.2934,0.0,896040.0,5227.1533,1800.0,18267.8948,19.5064,689.6315,1798.0,4113.5,0.0038,0.3098,0.0107,0.4997,0.0129,0.6328,6.1875,0.0
default of credit card clients,x20,30000,0.3004,0.2853,0.0,896040.0,5305.7829,1850.0,18478.9592,18.5326,627.4526,1842.0,4210.0,0.0,0.3003,0.0102,0.4989,0.0123,0.6321,6.1977,0.0
default of credit card clients,x20,30000,0.2442,0.2802,0.0,889043.0,5221.7784,1800.0,17495.846,15.7292,452.5063,1797.0,4113.0,0.0006,0.2949,0.0091,0.4984,0.011,0.6317,6.2367,0.0
default of credit card clients,x20,30000,0.1986,0.2717,0.0,896040.0,5148.3451,1819.0,17710.6116,18.8437,655.9907,1810.0,4156.0,0.0036,0.2989,0.0126,0.5001,0.0152,0.634,6.233,0.0
default of credit card clients,x20,30000,0.1535,0.2659,0.0,896040.0,5197.0462,1800.0,17443.0825,18.3184,648.7117,1795.0,4146.5,0.0,0.296,0.0071,0.5002,0.0086,0.6337,6.2412,0.0
default of credit card clients,x20,30000,0.1014,0.2623,0.0,896040.0,5265.2527,1805.5,17921.5802,17.4231,573.1996,1798.5,4127.75,0.0056,0.3009,0.0101,0.4989,0.0122,0.6323,6.2717,0.0
default of credit card clients,x20,30000,0.0497,0.2557,0.0,896040.0,5238.6306,1806.5,17652.0442,17.4892,581.1466,1798.5,4146.0,0.0045,0.2997,0.0102,0.4995,0.0123,0.633,6.2861,0.0
default of credit card clients,x22,30000,0.502,0.2931,0.0,379267.0,4790.903,1500.0,14775.8411,10.1866,148.3703,1500.0,3736.0,0.0053,0.3043,0.0078,0.5358,0.0094,0.6703,5.8209,0.0
default of credit card clients,x22,30000,0.4481,0.2812,0.0,332000.0,4718.2508,1500.0,14253.0473,10.1039,145.7674,1500.0,3734.25,0.0011,0.2973,0.0059,0.5303,0.0084,0.6649,5.849,0.0
default of credit card clients,x22,30000,0.3998,0.2765,0.0,417990.0,4750.3158,1500.0,14843.8069,11.0948,182.0667,1500.0,3750.0,0.0018,0.3074,0.0031,0.5357,0.0037,0.6692,5.8709,0.0
default of credit card clients,x22,30000,0.3471,0.269,0.0,426529.0,4788.6867,1500.0,15177.2103,11.2403,186.4772,1500.0,3747.0,0.0025,0.3064,0.0057,0.5362,0.0082,0.6697,5.8819,0.0
default of credit card clients,x22,30000,0.3004,0.2619,0.0,426529.0,4790.0088,1503.5,14859.3663,10.7395,172.7034,1503.5,3838.5,0.0043,0.3038,0.0141,0.5297,0.0177,0.6631,5.8874,0.0
default of credit card clients,x22,30000,0.2442,0.2579,0.0,417990.0,4860.0749,1500.0,15468.6332,10.6908,162.4237,1500.0,3780.75,0.0013,0.3081,0.0065,0.5345,0.0095,0.6684,5.9427,0.0
default of credit card clients,x22,30000,0.1986,0.2494,0.0,426529.0,4800.1267,1500.0,15393.8535,11.4472,192.2384,1500.0,3810.75,0.0018,0.3051,0.0069,0.5341,0.01,0.6677,5.9232,0.0
default of credit card clients,x22,30000,0.1535,0.2445,0.0,426529.0,4804.281,1500.0,15326.478,11.2707,185.9305,1500.0,3827.75,0.0012,0.3071,0.0061,0.5332,0.0088,0.6669,5.9355,0.0
default of credit card clients,x22,30000,0.1014,0.2402,0.0,426529.0,4856.7884,1500.0,15602.3564,11.144,179.181,1500.0,3800.75,0.0006,0.3106,0.0055,0.5322,0.008,0.6654,5.96,0.0
default of credit card clients,x22,30000,0.0497,0.2346,0.0,426529.0,4792.8463,1500.0,15329.3629,11.2643,183.9252,1500.0,3800.5,0.0005,0.3077,0.0079,0.5321,0.0114,0.6653,5.9732,0.0
drug,Na_to_K,200,0.47,1.0,6.269,38.247,16.2189,13.7405,7.6607,1.041,0.3423,4.2965,10.3223,0.0049,0.0049,0.0096,0.0096,0.0071,0.0071,4.6634,0.0
drug,Na_to_K,200,0.465,1.0,6.769,37.188,16.4986,15.036,6.9952,0.9013,0.1515,4.196,8.71,0.1475,0.1475,0.099,0.099,0.1396,0.1396,4.6728,0.0
drug,Na_to_K,200,0.41,0.9915,6.769,38.247,16.1016,14.05,7.0632,1.0314,0.4486,4.2005,8.489,0.0713,0.0713,0.0304,0.0304,0.0488,0.0488,4.7589,0.0001
drug,Na_to_K,200,0.37,0.9921,6.683,35.639,16.4075,13.9695,7.2173,1.0433,0.1732,3.6025,7.9702,0.0114,0.0114,0.0257,0.0257,0.0238,0.0238,4.8253,0.0001
drug,Na_to_K,200,0.275,0.9862,6.769,38.247,16.2105,13.935,7.1978,1.045,0.3824,4.108,8.879,0.0651,0.0651,0.0125,0.0125,0.0252,0.0252,4.9576,0.0001
drug,Na_to_K,200,0.245,0.9934,6.683,35.639,16.081,13.884,7.1108,0.9252,-0.0959,3.867,8.9745,0.0483,0.0483,0.0178,0.0178,0.032,0.032,5.0081,0.0
drug,Na_to_K,200,0.195,0.9938,6.269,38.247,16.3105,13.938,7.4075,0.9394,0.0564,4.357,9.393,0.1126,0.1126,0.0671,0.0671,0.0967,0.0967,5.0728,0.0
drug,Na_to_K,200,0.16,0.9881,6.269,38.247,15.8576,13.6835,7.1205,1.0658,0.4457,3.9045,8.7993,0.069,0.069,0.038,0.038,0.0581,0.0581,5.1075,0.0
drug,Na_to_K,200,0.09,0.989,6.269,38.247,16.1299,13.9365,7.2947,1.0165,0.3037,4.2435,8.9595,0.0602,0.0602,0.0192,0.0192,0.0309,0.0309,5.1888,0.0
drug,Na_to_K,200,0.06,0.9947,6.269,38.247,16.0926,13.9365,7.2409,0.9798,0.1927,4.3155,9.1055,0.057,0.057,0.0331,0.0331,0.0513,0.0513,5.2291,0.0
electricity-normalized,nswprice,45312,0.502,0.1503,0.0,1.0,0.0579,0.0485,0.0419,9.6481,165.9143,0.0173,0.0391,0.1013,0.304,0.0915,0.735,0.1384,0.8581,7.5918,0.0
electricity-normalized,nswprice,45312,0.4501,0.1404,0.0,1.0,0.0578,0.0485,0.0396,9.3382,171.2085,0.0174,0.0393,0.1066,0.4681,0.0888,0.7334,0.1337,0.8567,7.5928,0.0
electricity-normalized,nswprice,45312,0.3958,0.1311,0.0,0.9818,0.0576,0.0486,0.0381,8.5052,151.6285,0.0174,0.0391,0.109,0.314,0.0895,0.7318,0.1348,0.8555,7.6093,0.0
electricity-normalized,nswprice,45312,0.3463,0.1239,0.0,1.0,0.0579,0.0486,0.041,9.3486,161.7523,0.0175,0.0394,0.1026,0.307,0.0916,0.7333,0.138,0.8557,7.6137,0.0
electricity-normalized,nswprice,45312,0.3006,0.1185,0.0,1.0,0.0579,0.0487,0.0395,9.0179,160.9931,0.0174,0.0391,0.1086,0.3089,0.0947,0.7324,0.1424,0.8556,7.6222,0.0
electricity-normalized,nswprice,45312,0.252,0.1118,0.0,1.0,0.0577,0.0488,0.0384,8.7416,157.7219,0.0174,0.0391,0.1036,0.3128,0.0871,0.7327,0.1312,0.8563,7.6213,0.0
electricity-normalized,nswprice,45312,0.2029,0.1071,0.0,1.0,0.0579,0.0487,0.0406,9.3512,164.1568,0.0174,0.0392,0.1001,0.3151,0.0884,0.7332,0.1333,0.8564,7.63,0.0
electricity-normalized,nswprice,45312,0.153,0.1024,0.0,1.0,0.0578,0.0485,0.0401,9.0379,156.842,0.0173,0.0389,0.1052,0.3083,0.0903,0.7336,0.1361,0.8566,7.6322,0.0
electricity-normalized,nswprice,45312,0.101,0.0974,0.0,0.9818,0.0578,0.0486,0.0397,8.9552,154.8807,0.0174,0.0392,0.1033,0.3066,0.089,0.7333,0.1343,0.8565,7.6356,0.0
electricity-normalized,nswprice,45312,0.0495,0.0937,0.0,1.0,0.0578,0.0486,0.0395,8.8865,155.3261,0.0174,0.0392,0.1057,0.307,0.0906,0.7327,0.1367,0.8558,7.6423,0.0
electricity-normalized,nswdemand,45312,0.502,0.212,0.0012,1.0,0.4259,0.446,0.163,-0.122,-0.4306,0.1101,0.2276,0.0614,0.6693,0.0303,0.5016,0.0477,0.6621,8.2449,0.0
electricity-normalized,nswdemand,45312,0.4501,0.1963,0.0,1.0,0.4265,0.4445,0.164,-0.085,-0.3865,0.1107,0.2269,0.0646,0.6693,0.0318,0.5027,0.0499,0.6624,8.2652,0.0
electricity-normalized,nswdemand,45312,0.3958,0.1813,0.0082,0.9808,0.4251,0.4432,0.1635,-0.0968,-0.4018,0.1102,0.2271,0.0631,0.6677,0.0316,0.5019,0.0496,0.6617,8.2748,0.0
electricity-normalized,nswdemand,45312,0.3463,0.1687,0.0,0.9808,0.4259,0.4444,0.1628,-0.1019,-0.4027,0.1095,0.226,0.0652,0.6717,0.0335,0.5039,0.0525,0.6638,8.278,0.0
electricity-normalized,nswdemand,45312,0.3006,0.1598,0.0,1.0,0.4255,0.4436,0.1635,-0.0965,-0.4005,0.1105,0.2272,0.0681,0.6658,0.035,0.4998,0.0547,0.6595,8.2878,0.0
electricity-normalized,nswdemand,45312,0.252,0.15,0.0,1.0,0.4256,0.4438,0.1633,-0.0997,-0.4115,0.1106,0.2269,0.0691,0.6672,0.0354,0.5007,0.0551,0.6604,8.2944,0.0
electricity-normalized,nswdemand,45312,0.2029,0.142,0.0,0.9808,0.4251,0.4433,0.1632,-0.1052,-0.4216,0.1104,0.2266,0.0629,0.67,0.0322,0.5032,0.0503,0.6631,8.2979,0.0
electricity-normalized,nswdemand,45312,0.153,0.1348,0.0,1.0,0.4247,0.4427,0.1637,-0.0929,-0.4176,0.1112,0.2278,0.0668,0.6678,0.0344,0.501,0.0537,0.661,8.306,0.0
electricity-normalized,nswdemand,45312,0.101,0.1276,0.0,1.0,0.4256,0.4438,0.1631,-0.0959,-0.4063,0.1104,0.2266,0.0656,0.6685,0.0342,0.5009,0.0534,0.6608,8.3069,0.0
electricity-normalized,nswdemand,45312,0.0495,0.1214,0.0,1.0,0.4255,0.4438,0.1632,-0.0988,-0.4144,0.1106,0.227,0.0649,0.6678,0.0332,0.501,0.052,0.6608,8.3116,0.0
electricity-normalized,vicdemand,45312,0.502,0.1143,0.0287,1.0,0.4224,0.4229,0.1211,0.1396,0.847,0.0507,0.1012,0.0543,0.6693,0.0172,0.5016,0.0238,0.6621,5.4208,0.0
electricity-normalized,vicdemand,45312,0.4501,0.1058,0.0,1.0,0.4231,0.4229,0.1208,0.1425,0.8269,0.049,0.0976,0.0565,0.6693,0.0169,0.5027,0.0224,0.6624,5.3808,0.0
